date,description,amount,type,confidence,raw
2026-05-17,*AIRASIA-AK-INFLIGHT KUALALUMPUR MY,-40.3,debit,ok,17 MAY 14 MAY *AIRASIA-AK-INFLIGHT KUALALUMPUR MY 40.30
2026-05-17,IPAY88*KLIAEKSPRES KUALALUMPUR MY,-49.5,debit,ok,17 MAY 16 MAY IPAY88*KLIAEKSPRES KUALALUMPUR MY 49.50
2026-05-18,PETRON ML3 JLN KLG LAM KUALA LUMPUR MY,-84.26,debit,ok,18 MAY 17 MAY PETRON ML3 JLN KLG LAM KUALA LUMPUR MY 84.26
2026-05-21,"ALI, MUTHU & AH HOCK P SELANGOR MY",-28.2,debit,ok,"21 MAY 20 MAY ALI, MUTHU & AH HOCK P SELANGOR MY 28.20"
2026-05-22,TSUYOI KUALA LUMPUR MY,-150.8,debit,ok,22 MAY 21 MAY TSUYOI KUALA LUMPUR MY 150.80
2026-05-24,SHELL-STERLING STATION KUALA LUMPUR MY,-65.04,debit,ok,24 MAY 22 MAY SHELL-STERLING STATION KUALA LUMPUR MY 65.04
2026-05-24,ZUS COFFEE SHAH ALAM MY,-20.45,debit,ok,24 MAY 23 MAY ZUS COFFEE SHAH ALAM MY 20.45
2026-05-25,MCDONALD'S-PEARL POINT KUALA LUMPUR MY,-57.5,debit,ok,25 MAY 23 MAY MCDONALD'S-PEARL POINT KUALA LUMPUR MY 57.50
2026-05-26,SPOTIFY STOCKHOLM — SE,-30.9,debit,ok,26 MAY 25 MAY SPOTIFY STOCKHOLM — SE 30.90
2026-05-26,"ALI, MUTHU & AH HOCK P SELANGOR MY 3 43667590165b6353 DOO002C3b1L99 ODOOOOSS?b3 Visa Signature cara number 4386 7590 1856 6353 005729-031897-031372/03-06",-58.3,debit,ok,"26 MAY 25 MAY ALI, MUTHU & AH HOCK P SELANGOR MY 58.30 3 43667590165b6353 DOO002C3b1L99 ODOOOOSS?b3 Visa Signature cara number 4386 7590 1856 6353 005729-031897-031372/03-06"
2026-05-28,CBTL-PJ33 PETALING JAYA MY,-32.6,debit,ok,28 MAY 26 MAY CBTL-PJ33 PETALING JAYA MY 32.60
2026-06-02,PETRON ML3 JLN KLG LAM KUALA LUMPUR MY,-61.96,debit,ok,02 JUN 28 MAY PETRON ML3 JLN KLG LAM KUALA LUMPUR MY 61.96
2026-06-02,"ALI, MUTHU & AH HOCK P SELANGOR MY",-36.25,debit,ok,"02 JUN 29 MAY ALI, MUTHU & AH HOCK P SELANGOR MY 36.25"
2026-06-02,GOOD TASTE TAMAN DESA KUALA LUMPUR MY,-46.15,debit,ok,02 JUN 30 MAY GOOD TASTE TAMAN DESA KUALA LUMPUR MY 46.15
2026-06-02,ZUS COFFEE SHAH ALAM MY,-8.95,debit,ok,02 JUN 30 MAY ZUS COFFEE SHAH ALAM MY 8.95
2026-06-02,MCDONALD'S-SHELL TMN D KUALA LUMPUR MY,-31.1,debit,ok,02 JUN 30 MAY MCDONALD'S-SHELL TMN D KUALA LUMPUR MY 31.10
2026-06-02,PETRON ML3 JLN KLG LAM KUALA LUMPUR MY,-31.28,debit,ok,02 JUN 31 MAY PETRON ML3 JLN KLG LAM KUALA LUMPUR MY 31.28
2026-06-02,ZUS COFFEE SHAH ALAM MY,-11.2,debit,ok,02 JUN 31 MAY ZUS COFFEE SHAH ALAM MY 11.20
2026-06-02,ATO PETALING JAYA MY,-60.0,debit,ok,02 JUN 01 JUN ATO PETALING JAYA MY 60.00
2026-06-03,LOVE AND CO- MV GEN - 7/12 INSTALMENT,-249.91,debit,ok,03 JUN 03 JUN LOVE AND CO- MV GEN - 7/12 INSTALMENT 249.91
2026-06-03,NESH MARKETING - 24 - 3/24 INSTALMENT,-112.0,debit,ok,03 JUN 03 JUN NESH MARKETING - 24 - 3/24 INSTALMENT 112.00
2026-06-03,"TNS LIVING SG BULOH - 3/12 INSTALMENT Your charge(s) for this month RM1,867.75 ***Please forward your payment by 23 JUN 2026. Thank You. Summary of Instalment Plan instalment Plan Principal _| Annual Rate Monthly Month — | Unbilled Principal Amount (RM) (%) aM) Unbilled | Amount (RM) LOVE AND CO- MV GEN 2- 2,999.00 0.00% 249.91 1,249.63 NESH MARKETING - 24 2,688.00 0.00% 112.00 2,352.00 TNS LIVING SG BULOH SUN 1,588.00 0.00% 132.33 fg 1,191.01",-132.33,debit,ok,"03 JUN 03 JUN TNS LIVING SG BULOH - 3/12 INSTALMENT 132.33 Your charge(s) for this month RM1,867.75 ***Please forward your payment by 23 JUN 2026. Thank You. Summary of Instalment Plan instalment Plan"
