date,description,amount,type,confidence,raw
2025-09-17,GP JAYA GROCER-PEARL SHOP KUALA LUMPUR,-96.4,debit,ok,17 SEP 16 SEP GP JAYA GROCER-PEARL SHOP KUALA LUMPUR 96.40
2025-09-19,GP DE MARKET KUALA LUMPUR,-17.8,debit,ok,19 SEP 18 SEP GP DE MARKET KUALA LUMPUR 17.80
2025-09-19,GP GT-KL GATEWAY KUALA LUMPUR,-71.0,debit,ok,19 SEP 18 SEP GP GT-KL GATEWAY KUALA LUMPUR 71.00
2025-09-19,GP STRICTLY GOURMET SDN B PETALING JAYA,-14.75,debit,ok,19 SEP 18 SEP GP STRICTLY GOURMET SDN B PETALING JAYA 14.75
2025-09-21,Xl NOODLES KUALA LUMPUR MY,-17.0,debit,ok,21 SEP 19 SEP Xl NOODLES KUALA LUMPUR MY 17.00
2025-09-21,GP STRICTLY GOURMET SDN B PETALING JAYA,-25.2,debit,ok,21 SEP 19 SEP GP STRICTLY GOURMET SDN B PETALING JAYA 25.20
2025-09-21,GP VILLAGE GROCER BANGSAR KUALA LUMPUR,-51.4,debit,ok,21 SEP 20 SEP GP VILLAGE GROCER BANGSAR KUALA LUMPUR 51.40
2025-09-22,GP NLBH BANGSAR KUALA LUMPUR,-58.1,debit,ok,22 SEP 20 SEP GP NLBH BANGSAR KUALA LUMPUR 58.10
2025-09-22,GP AEON SMKT-MID VALLEY KUALA LUMPUR,-40.15,debit,ok,22 SEP 21 SEP GP AEON SMKT-MID VALLEY KUALA LUMPUR 40.15
2025-09-23,GP PAPASAN CANTEEN KUALA LUMPUR,-98.6,debit,ok,23 SEP 22 SEP GP PAPASAN CANTEEN KUALA LUMPUR 98.60
2025-09-24,PETRON ML3 JLN KLG LAM KUALA LUMPUR MY,-70.32,debit,ok,24 SEP 22 SEP PETRON ML3 JLN KLG LAM KUALA LUMPUR MY 70.32
2025-09-26,SPOTIFY STOCKHOLM — SE,-30.9,debit,ok,26 SEP 25 SEP SPOTIFY STOCKHOLM — SE 30.90
2025-09-26,GP GARDEN SCENTS-1MK KUALA LUMPUR,-24.0,debit,ok,26 SEP 25 SEP GP GARDEN SCENTS-1MK KUALA LUMPUR 24.00
2025-09-30,STRICTLY GOURMET SDN B PETALING JAYA MY,-13.65,debit,ok,30 SEP 29 SEP STRICTLY GOURMET SDN B PETALING JAYA MY 13.65
2025-10-03,GP GT-KL GATEWAY KUALA LUMPUR,-72.05,debit,ok,"03 OCT 02 OCT GP GT-KL GATEWAY KUALA LUMPUR 72.05 Your charge(s) for this month RM1,781.93 ***Please forward your payment by 24 OCT 2025. Thank You."
